domain,problem,problem_size,compiled,planner,run,n_steps,time,bytes,n_eval,n_expand,n_landmarks,correct_goal
Tyreworld,fixit-1,8,false,GoalCount,1,19,1.3618156,1022411360,1389,1186,36,true
Tyreworld,fixit-1,8,false,GoalCount,2,19,1.2353693,1022411360,1389,1186,36,true
Tyreworld,fixit-1,8,false,GoalCount,3,19,1.2159582,1022411360,1389,1186,36,true
Tyreworld,fixit-1,8,false,HAdd,1,19,0.0316131,20523376,107,21,36,true
Tyreworld,fixit-1,8,false,HAdd,2,19,0.0297552,20523376,107,21,36,true
Tyreworld,fixit-1,8,false,HAdd,3,19,0.0336848,20523376,107,21,36,true
Tyreworld,fixit-1,8,false,LM_Count,1,19,1.8870336,1473892416,1536,1656,36,true
Tyreworld,fixit-1,8,false,LM_Count,2,21,1.1278763,823894928,771,901,36,true
Tyreworld,fixit-1,8,false,LM_Count,3,21,3.1287354,2273918288,1490,2460,36,true
Tyreworld,fixit-1,8,false,LM_Local-HAdd,1,19,0.3016743,200530352,107,2,13,true
Tyreworld,fixit-1,8,false,LM_Local-HAdd,2,19,0.2830065,200647760,107,2,13,true
Tyreworld,fixit-1,8,false,LM_Local-HAdd,3,19,0.296165,200730480,107,2,13,true
Tyreworld,fixit-1,8,false,LM_Local_Smart-HAdd,1,11,1.6879486,1355310992,1536,1342,13,false
Tyreworld,fixit-1,8,false,LM_Local_Smart-HAdd,2,11,1.6649058,1355326976,1536,1342,13,false
Tyreworld,fixit-1,8,false,LM_Local_Smart-HAdd,3,11,1.6805131,1355326976,1536,1342,13,false
Tyreworld,fixit-1,8,true,GoalCount,1,19,2.0271625,122230656,1389,1188,36,true
Tyreworld,fixit-1,8,true,GoalCount,2,19,0.1106325,22457496,1389,1188,36,true
Tyreworld,fixit-1,8,true,GoalCount,3,19,0.1055385,22457496,1389,1188,36,true
Tyreworld,fixit-1,8,true,GoalCount,4,19,0.1067778,22457496,1389,1188,36,true
Tyreworld,fixit-1,8,true,HAdd,1,19,0.4499419,34793003,113,24,36,true
Tyreworld,fixit-1,8,true,HAdd,2,19,0.0056989,1591856,113,24,36,true
Tyreworld,fixit-1,8,true,HAdd,3,19,0.0057116,1591856,113,24,36,true
Tyreworld,fixit-1,8,true,HAdd,4,19,0.0055425,1591856,113,24,36,true
Tyreworld,fixit-1,8,true,LM_Count,1,19,0.4262063,45820034,1536,1680,36,true
Tyreworld,fixit-1,8,true,LM_Count,2,21,0.3263903,53511080,1508,2600,36,true
Tyreworld,fixit-1,8,true,LM_Count,3,21,0.18444,30445528,1427,1450,36,true
Tyreworld,fixit-1,8,true,LM_Count,4,21,0.2399346,40052136,1460,1875,36,true
Tyreworld,fixit-1,8,true,LM_Local-HAdd,1,19,0.2797734,41558619,113,2,13,true
Tyreworld,fixit-1,8,true,LM_Local-HAdd,2,19,0.0852689,21348032,113,2,13,true
Tyreworld,fixit-1,8,true,LM_Local-HAdd,3,19,0.0878269,21544784,113,2,13,true
Tyreworld,fixit-1,8,true,LM_Local-HAdd,4,19,0.0887602,21934576,113,2,13,true
Tyreworld,fixit-1,8,true,LM_Local_Smart-HAdd,1,11,0.4076283,58502440,1536,1340,13,false
Tyreworld,fixit-1,8,true,LM_Local_Smart-HAdd,2,11,0.2283039,51030032,1536,1340,13,false
Tyreworld,fixit-1,8,true,LM_Local_Smart-HAdd,3,11,0.2258662,51035952,1536,1340,13,false
Tyreworld,fixit-1,8,true,LM_Local_Smart-HAdd,4,11,0.2280083,51034256,1536,1340,13,false
Tyreworld,fixit-10,44,false,GoalCount,1,-1,-1.0,126476254304,168773,41455,252,false
Tyreworld,fixit-10,44,false,HAdd,1,-1,-1.0,69008539544,258927,10412,252,false
Tyreworld,fixit-10,44,false,LM_Count,1,-1,-1.0,73887793344,148950,7645,252,false
Tyreworld,fixit-10,44,false,LM_Local-HAdd,1,-1,-1.0,70854692712,252755,10176,94,false
Tyreworld,fixit-10,44,false,LM_Local_Smart-HAdd,1,-1,-1.0,73236357648,269272,10790,94,false
Tyreworld,fixit-10,44,true,GoalCount,1,-1,-1.0,41960737105,1154559,360162,252,false
Tyreworld,fixit-10,44,true,HAdd,1,-1,-1.0,25193728227,478982,15416,252,false
Tyreworld,fixit-10,44,true,LM_Count,1,-1,-1.0,8520115824,349526,16809,252,false
Tyreworld,fixit-10,44,true,LM_Local-HAdd,1,-1,-1.0,27799220867,517529,16709,94,false
Tyreworld,fixit-10,44,true,LM_Local_Smart-HAdd,1,-1,-1.0,28690623584,535509,17307,94,false
